sentence,entities,positive_negative
A man who calls our soldiers “losers” of course sneers at religious people. Trump is a fraud who has absolutely nothing but contempt for all Americans including his most loyal supporters. https://t.co/jWmfmfullR,trump,-1
Trump has politically poisoned the FDA to push his fake “cures” and possibly dangerous drugs. He’s willing to kill people to help his election. Every one of us wants a vaccine but not fake treatment so be wary of his any drug not proven by science. https://t.co/Tj15sMZdya,trump,-1
Has a single republican in Congress unequivocally condemned trump for smearing our troops? One? I haven’t seen it. Republican leaders would trade American honor and democracy itself for just one more day of power. https://t.co/he1UBJx3Ou,trump,-1
"John Kelly served as White House chief is staff, maybe the most political position in the entire government. With democracy at stake and trump spitting on our servicemembers Kelly can’t now use the uniform as an excuse to shield his impeached former boss. https://t.co/jYDAKwxheX",trump,-1
"192,425 Americans are dead, mcconnell republicans are blocking all aid, and days after we learned trump called our military heroes “losers” he’s on the golf course.  The republican party is unfit to govern and doesn’t give a damn about you. https://t.co/Nw2lwc2YV9",trump,-1
It isn’t just trump. The entire republican party leadership is working together to destroy the Post Office https://t.co/xi5wm0cLr0,trump,-1
"Last week @RepDonBeyer @RepKatiePorter and I called on the FDA to crackdown on this unproven covid treatment pimped by trump and his donor, a sleazy pillow salesman. I’m happy the FDA listened to us and rejected this possibly dangerous drug. https://t.co/vfOIHuNBPb https://t.co/xfoNU0l0Cd",trump,-1
Today marks 113 days since the House approved $25 billion to help @USPS survive the pandemic and 213 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
Once again trump won’t criticize Putin. This impeached disgrace will smear dead American soldiers before recognizing a murderous dictator. No one is lower. https://t.co/kDYOMn0FMt,trump,-1
RT @donwinslow: Fox News confirmed the reporting in the Atlantic.  Trump called our soldiers 'losers' and 'suckers'  Fox News confirmed the…,trump,-1
Trump wouldn’t visit a cemetery for US soldiers who gave their lives in battle because he said it was “filled with losers.”  What more can be said about this lowlife? He is beneath contempt. Republicans keep him in office bc they value their power more than America’s honor. https://t.co/koxOz6kkHm,trump,-1
"190,457 Americans are dead but these trump fiends do not care if you live or die. https://t.co/mtRj2QkD4k",trump,-1
Whenever you see an infuriating headline like this remember: trump is destroying the Post Office because 247-of-248 republicans in Congress have decided to hold trump above all laws because they value their power more than democracy itself or even your life. https://t.co/VkvScm3d1s,trump,-1
"You'd like to think trump committing a felony (to say nothing of a current gop rep under indictment) would make republicans think twice before lying about this in the future, but it won't. https://t.co/qADMMNMrW0",trump,-1
Today marks 111 days since the House approved $25 billion to help @USPS survive the pandemic and 211 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
"Never forget that when given a chance to remove this man for trying to rig our election, 247-of-248 republican senators &amp; reps voted to keep trump in office.  So much of this tragedy could’ve been avoided but gop leaders value power more than democracy or even your life. https://t.co/zSl2IR86v9",trump,-1
"Rightwing domestic terrorism is a threat to every community in America — and it’s growing. But instead of combatting it trump has spent four years winking at, nodding to, nurturing, and even encouraging extremists. https://t.co/YZ0bvKfE02",trump,-1
"Icymi last week Social Security’s Chief Actuary said trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/gKnwCGCWrJ",trump,-1
Today marks 110 days since the House approved $25 billion to help @USPS survive the pandemic and 210 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
"After extorting a foreign govt to attack our elections and wrecking the Post Office to rig the election, the trump regime is blocking warnings of Russian election interference. The pattern is trump is assaulting our democracy. https://t.co/zSl2IR86v9",trump,-1
"Your daily reminder that when given a chance to remove this deeply disturbed man, 247-of-248 republican senators &amp; reps voted to keep trump in office.  So much of this tragedy could’ve been avoided but gop leaders value power more than democracy or even your life. https://t.co/1FOQWKyjgg",trump,-1
Last year I called on @EllenLWeintraub to open an investigation of the deadbeat trump campaign stiffing cash-strapped local police but it’s held up by trump’s sabotage of the FEC. I won’t forget about it. https://t.co/iTS3ViG6Gh https://t.co/eTwkCwIyop,trump,-1
Wrangling over trump’s crimes and assorted legal atrocities will continue for years. This includes the deadbeat trump campaign’s refusal to pay back local police departments over $1 Million for protecting his violence-prone hate rallies. #DeadbeatDon https://t.co/iTS3ViG6Gh,trump,-1
Trump and the republican party are unfit to govern and a threat to your life. https://t.co/kuFzDBDV0u,trump,-1
"Trump and his minions have been trying to yank food from hungry children and families and he is now putting notes in pandemic food boxes to claim credit. This is cruel, crass, and illegal but gangsters like trump don't care. https://t.co/WVUbih8GQj",trump,-1
Your regular reminder that trump and barr are in court *right now* trying to destroy the ACA and steal health care from millions during a pandemic.  The republican party is unfit to govern and doesn't give a damn about you. https://t.co/ixQJ74V9UQ,trump,-1
"Icymi last week Social Security’s Chief Actuary said trump’s plan to eliminate payroll taxes will deplete the S.S. Trust Fund by 2023, “with no ability to pay benefits thereafter.”  Translation: trump is openly plotting to eliminate Social Security. https://t.co/mTCCBq45mF",trump,-1
"After years of fog and lies, trump and his lawyers continue to block our legal demand for trump’s tax returns. The circuit court should kick aside these toxic delays so we can at last see how far trump’s crimes go. https://t.co/BSIj7pdoxZ",trump,-1
Today marks 109 days since the House approved $25 billion to help @USPS survive the pandemic and 209 days since we passed the USPS Fairness Act.  Mcconnell republicans are blocking both and doing nothing. Trump and republicans together are destroying the Post Office.,trump,-1
"Never forget that when given a chance to remove this man, 247-of-248 republican senators &amp; reps voted to keep trump in office.  So much of this tragedy could’ve been avoided but gop leaders value power more than democracy or even your life. https://t.co/Uk6W2b47xi",trump,-1
"Trump has voiced encouragement for Jeffrey Epstein’s partner in a child sex trafficking ring.  Today he backed a rightwing domestic terrorist.  Trump would support charles manson, al capone, or attila the hun if he thought they voted for him.  This is the republican party. https://t.co/WzhSSwZlWH",trump,-1
